battery_id,cycle_index,y_true,y_pred,stage_value,fold
B0006,6,0.9084267020225525,0.9151437209573536,0.9944044947624207,B0006
B0006,7,0.8981971144676208,0.9106986657080782,0.9943839311599731,B0006
B0006,8,0.8956966400146484,0.91183715119572,0.994293212890625,B0006
B0006,9,0.8876087665557861,0.9112076787096901,0.9880834221839905,B0006
B0006,10,0.8796582221984863,0.9115750318519201,0.9724074006080627,B0006
B0006,11,0.8747231960296631,0.9133658904736562,0.9720994234085083,B0006
B0006,12,0.8695164918899536,0.9135488428766445,0.9666982889175415,B0006
B0006,13,0.8666545152664185,0.9141963744641077,0.9609532952308655,B0006
B0006,14,0.8666545152664185,0.9156350119699419,0.9555950164794922,B0006
B0006,15,0.8644885420799255,0.9173096417512683,0.9499295949935913,B0006
B0006,16,0.8591548800468445,0.9162754264603251,0.9443038702011108,B0006
B0006,17,0.8563377261161804,0.9049088534256142,0.9389581680297852,B0006
B0006,18,0.8563377261161804,0.8668822177629313,0.9330965876579285,B0006
B0006,19,0.8563377261161804,0.866867060453294,0.927702784538269,B0006
B0006,20,0.8770683407783508,0.850909882431242,0.927702784538269,B0006
B0006,21,0.8770683407783508,0.8569950006667051,0.927702784538269,B0006
B0006,22,0.8770683407783508,0.8518173596348321,0.9610598683357239,B0006
B0006,23,0.861747145652771,0.8523848841898831,0.9610598683357239,B0006
B0006,24,0.8540747761726379,0.8982406066681613,0.9611419439315796,B0006
B0006,25,0.8436540365219116,0.8986748825290731,0.9610598683357239,B0006
B0006,26,0.8384614586830139,0.8425612285291034,0.9504067301750183,B0006
B0006,27,0.8307900428771973,0.8418704590706572,0.93912672996521,B0006
B0006,28,0.8255611658096313,0.8426944156106914,0.9278982877731323,B0006
B0006,29,0.8202675580978394,0.8412178866422956,0.9227773547172546,B0006
B0006,30,0.8155072331428528,0.8394065809625216,0.9173061847686768,B0006
B0006,31,0.8100810647010803,0.8377583584725528,0.9173061847686768,B0006
B0006,32,0.8046801686286926,0.8372938051900114,0.9173061847686768,B0006
B0006,33,0.794628918170929,0.8349196085599364,0.9173061847686768,B0006
B0006,34,0.7919987440109253,0.8359398246475479,0.9173061847686768,B0006
B0006,35,0.7897498607635498,0.8323421535425478,0.9163419604301453,B0006
B0006,36,0.7841469645500183,0.831033644237769,0.9084267020225525,B0006
B0006,37,0.7818475961685181,0.831253660610709,0.8981971144676208,B0006
B0006,38,0.7740268707275391,0.8298365152604801,0.8956966400146484,B0006
B0006,39,0.7711656093597412,0.8242810588660109,0.8876087665557861,B0006
B0006,40,0.766140878200531,0.8204180661102365,0.8796582221984863,B0006
B0006,41,0.7609562873840332,0.814549948982065,0.8747231960296631,B0006
B0006,42,0.7557617425918579,0.8144055340886515,0.8695164918899536,B0006
B0006,43,0.7533696293830872,0.8148092652585436,0.8666545152664185,B0006
B0006,44,0.7530450224876404,0.8154297429638319,0.8666545152664185,B0006
B0006,45,0.7480528950691223,0.8154701535628947,0.8644885420799255,B0006
B0006,46,0.7455054521560669,0.8153895478842751,0.8591548800468445,B0006
B0006,47,0.7428412437438965,0.8153842984848371,0.8563377261161804,B0006
B0006,48,0.7428412437438965,0.8175929654938624,0.8563377261161804,B0006
B0006,49,0.7428412437438965,0.8182778703246945,0.8563377261161804,B0006
B0006,50,0.7376663684844971,0.8195468269996781,0.8770683407783508,B0006
B0006,51,0.7353149652481079,0.8264531599838206,0.8770683407783508,B0006
B0006,52,0.7353149652481079,0.8270149334070555,0.8770683407783508,B0006
B0006,53,0.7302279472351074,0.8231331906194991,0.861747145652771,B0006
B0006,54,0.7301380634307861,0.8234679298308486,0.8540747761726379,B0006
B0006,55,0.7276373505592346,0.8235668417412904,0.8436540365219116,B0006
B0006,56,0.7248228788375854,0.8232251258484499,0.8384614586830139,B0006
B0006,57,0.717121422290802,0.8254418782053589,0.8307900428771973,B0006
B0006,58,0.71697598695755,0.8344761674523312,0.8255611658096313,B0006
B0006,59,0.7147628664970398,0.833922578476372,0.8202675580978394,B0006
B0006,60,0.7147628664970398,0.8335058919225183,0.8155072331428528,B0006
B0006,61,0.7147628664970398,0.8254628034815648,0.8100810647010803,B0006
B0006,62,0.7481300830841064,0.8211274763311357,0.8046801686286926,B0006
B0006,63,0.7481300830841064,0.8398899500547775,0.794628918170929,B0006
B0006,64,0.7481300830841064,0.8381034932137905,0.7919987440109253,B0006
B0006,65,0.7403623461723328,0.8353196073689743,0.7897498607635498,B0006
B0006,66,0.7325251698493958,0.8365486910934034,0.7841469645500183,B0006
B0006,67,0.7275146842002869,0.8306004014693702,0.7818475961685181,B0006
B0006,68,0.7224738001823425,0.8335310500237588,0.7740268707275391,B0006
B0006,69,0.7170783281326294,0.8329654156548755,0.7711656093597412,B0006
B0006,70,0.7146239280700684,0.8326885275053051,0.766140878200531,B0006
B0006,71,0.7119139432907104,0.8229710311437863,0.7609562873840332,B0006
B0006,72,0.7068910598754883,0.8192789915041647,0.7557617425918579,B0006
B0006,73,0.7043296098709106,0.8200036527735334,0.7533696293830872,B0006
B0006,74,0.7043296098709106,0.8199007613121324,0.7530450224876404,B0006
B0006,75,0.7043296098709106,0.8181918830450016,0.7480528950691223,B0006
B0006,76,0.7017000317573547,0.816957921191216,0.7455054521560669,B0006
B0006,77,0.7017000317573547,0.8195583748785872,0.7428412437438965,B0006
B0006,78,0.6988921165466309,0.8187902199886973,0.7428412437438965,B0006
B0006,79,0.6962820291519165,0.8185534991405963,0.7428412437438965,B0006
B0006,80,0.693904459476471,0.818940142905098,0.7376663684844971,B0006
B0006,81,0.6890872716903687,0.819904601528764,0.7353149652481079,B0006
B0006,82,,0.819677592089991,0.7353149652481079,B0006
B0006,83,,0.8200648853579092,0.7302279472351074,B0006
B0006,84,,0.8199302226326011,0.7301380634307861,B0006
B0006,85,,0.8199762343063581,0.7276373505592346,B0006
B0006,86,,0.8209161198486278,0.7248228788375854,B0006
B0006,87,,0.8214215494217376,0.717121422290802,B0006
B0006,88,,0.8214815074358568,0.71697598695755,B0006
B0006,89,,0.8209652096212139,0.7147628664970398,B0006
B0006,90,,0.8198891218181824,0.7147628664970398,B0006
B0006,91,,0.8203561405313684,0.7147628664970398,B0006
B0006,92,,0.8202981861692379,0.7481300830841064,B0006
B0006,93,,0.8196090920654457,0.7481300830841064,B0006
B0006,94,,0.8196012364473364,0.7481300830841064,B0006
B0006,95,,0.8171363878125317,0.7403623461723328,B0006
B0006,96,,0.8176894370664834,0.7325251698493958,B0006
B0006,97,,0.8175427893999028,0.7275146842002869,B0006
B0006,98,,0.8179498278564679,0.7224738001823425,B0006
B0006,99,,0.8180203452639851,0.7170783281326294,B0006
B0006,100,,0.8176293235591697,0.7146239280700684,B0006
B0006,101,,0.8185733668412297,0.7119139432907104,B0006
B0006,102,,0.8187856280084491,0.7068910598754883,B0006
B0006,103,,0.8207399750735683,0.7043296098709106,B0006
B0006,104,,0.8213421381949167,0.7043296098709106,B0006
B0006,105,,0.8211949686315988,0.7043296098709106,B0006
B0006,106,,0.820246270394672,0.7017000317573547,B0006
B0006,107,,0.81770777824329,0.7017000317573547,B0006
B0006,108,,0.8184388173709927,0.6988921165466309,B0006
B0006,109,,0.81799814263244,0.6962820291519165,B0006
B0006,110,,0.8208063394431241,0.693904459476471,B0006
B0006,111,,0.8209443616106651,0.6890872716903687,B0006
B0018,6,0.8978860378265381,0.8869659677931387,0.9929781556129456,B0018
B0018,7,0.8930268883705139,0.8851049542336381,0.9918801188468933,B0018
B0018,8,0.8879045844078064,0.8856327343558832,0.9907180666923523,B0018
B0018,9,0.8818788528442383,0.8860486695800815,0.9867478609085083,B0018
B0018,10,0.8818788528442383,0.8671188486917052,0.9867478609085083,B0018
B0018,11,0.8818788528442383,0.8498605710035115,0.9834800958633423,B0018
B0018,12,0.8844439387321472,0.851327756107561,0.9818304181098938,B0018
B0018,13,0.8844439387321472,0.8468050828788727,0.9778028130531311,B0018
B0018,14,0.8844439387321472,0.843715171060375,0.9778028130531311,B0018
B0018,15,0.8757928609848022,0.8443749009718542,0.9703001379966736,B0018
B0018,16,0.8757928609848022,0.8502606718945613,0.9663050770759583,B0018
B0018,17,0.8757928609848022,0.8462835655508689,0.9649330973625183,B0018
B0018,18,0.9188168048858643,0.841598245941727,0.9596614837646484,B0018
B0018,19,0.9188168048858643,0.8396798243317651,0.9582643508911133,B0018
B0018,20,0.9188168048858643,0.8336565062281943,0.9501372575759888,B0018
B0018,21,0.9090396761894226,0.8337018987227572,0.9461220502853394,B0018
B0018,22,0.9028806686401367,0.8298340910033655,0.9414868354797363,B0018
B0018,23,0.8997640609741211,0.8318125829733767,0.9381557703018188,B0018
B0018,24,0.892273485660553,0.8322396660004442,0.9272941946983337,B0018
B0018,25,0.8808577060699463,0.8343241084750175,0.9272941946983337,B0018
B0018,26,0.8808577060699463,0.8326878513095632,0.9272941946983337,B0018
B0018,27,0.8808577060699463,0.8325786393622907,0.933124840259552,B0018
B0018,28,0.8740857839584351,0.8338413297821774,0.933124840259552,B0018
B0018,29,0.8740857839584351,0.8287463198549219,0.933124840259552,B0018
B0018,30,0.8740857839584351,0.82691716632377,0.9274981021881104,B0018
B0018,31,0.862616240978241,0.8242762704496102,0.920682966709137,B0018
B0018,32,0.8596388101577759,0.8267200417973929,0.9178485870361328,B0018
B0018,33,0.8561038374900818,0.821517773545675,0.9112743735313416,B0018
B0018,34,0.847487211227417,0.8040928327426259,0.9086055159568787,B0018
B0018,35,0.8428519368171692,0.8034394862261974,0.9023995399475098,B0018
B0018,36,0.8345006108283997,0.7979242096841066,0.8978860378265381,B0018
B0018,37,0.8301427364349365,0.7983945791848064,0.8930268883705139,B0018
B0018,38,0.8298511505126953,0.796263654665575,0.8879045844078064,B0018
B0018,39,0.8247778415679932,0.7946258522604099,0.8818788528442383,B0018
B0018,40,0.8162536025047302,0.7966739014755857,0.8818788528442383,B0018
B0018,41,0.8162536025047302,0.7904055705408018,0.8818788528442383,B0018
B0018,42,0.8162536025047302,0.7880730801499531,0.8844439387321472,B0018
B0018,43,0.8134877681732178,0.7881356220143988,0.8844439387321472,B0018
B0018,44,0.8133631944656372,0.7849678832909094,0.8844439387321472,B0018
B0018,45,0.8133631944656372,0.7786043991040895,0.8757928609848022,B0018
B0018,46,0.808609127998352,0.7936631916738238,0.8757928609848022,B0018
B0018,47,0.8036819696426392,0.796485419099796,0.8757928609848022,B0018
B0018,48,0.8022807836532593,0.7976289768783456,0.9188168048858643,B0018
B0018,49,0.7983635067939758,0.7925156394471449,0.9188168048858643,B0018
B0018,50,0.7953897714614868,0.7814994846913952,0.9188168048858643,B0018
B0018,51,0.7900112867355347,0.7971585648810842,0.9090396761894226,B0018
B0018,52,0.7871334552764893,0.7854122689822746,0.9028806686401367,B0018
B0018,53,0.7844705581665039,0.7827333203530679,0.8997640609741211,B0018
B0018,54,0.7815824747085571,0.7803788016976456,0.892273485660553,B0018
B0018,55,0.779813826084137,0.7769827671079803,0.8808577060699463,B0018
B0018,56,0.779813826084137,0.7680835491166937,0.8808577060699463,B0018
B0018,57,0.779813826084137,0.7660224243332888,0.8808577060699463,B0018
B0018,58,0.7817442417144775,0.763971264800175,0.8740857839584351,B0018
B0018,59,0.7817442417144775,0.7592684498412678,0.8740857839584351,B0018
B0018,60,0.7817442417144775,0.7529813292067725,0.8740857839584351,B0018
B0018,61,0.7817442417144775,0.7507816940656119,0.862616240978241,B0018
B0018,62,0.773910641670227,0.7506026001232324,0.8596388101577759,B0018
B0018,63,0.7738791704177856,0.7489437870275182,0.8561038374900818,B0018
