battery_id,cycle_index,y_true,y_pred,stage_value,fold,y_pred_calibrated
B0006,6,0.0,3.478338131490372e-06,0.9944044947624207,B0006,0.0
B0006,7,0.0,3.4783381387943444e-06,0.9943839311599731,B0006,0.0
B0006,8,0.0,3.4783381387943444e-06,0.994293212890625,B0006,0.0
B0006,9,0.0,3.478338292880392e-06,0.9880834221839905,B0006,0.0
B0006,10,0.0,3.4783266386240626e-06,0.9724074006080627,B0006,0.0
B0006,11,0.0,3.478338270135319e-06,0.9720994234085083,B0006,0.0
B0006,12,0.0,3.4197508917071536e-06,0.9666982889175415,B0006,0.0
B0006,13,0.0,3.4197508915752905e-06,0.9609532952308655,B0006,0.0
B0006,14,0.0,3.4197305202386996e-06,0.9555950164794922,B0006,0.0
B0006,15,0.0,3.419720637447421e-06,0.9499295949935913,B0006,0.0
B0006,16,0.0,3.419720637447421e-06,0.9443038702011108,B0006,0.0
B0006,17,0.0,3.4197149815528695e-06,0.9389581680297852,B0006,0.0
B0006,18,0.0,3.4195926278041658e-06,0.9330965876579285,B0006,0.0
B0006,19,0.0,3.419592627804178e-06,0.927702784538269,B0006,0.0
B0006,20,0.0,1.1454843376082746e-05,0.927702784538269,B0006,0.1346153846153846
B0006,21,0.0,1.1454843376082746e-05,0.927702784538269,B0006,0.1346153846153846
B0006,22,0.0,1.1454831872082524e-05,0.9610598683357239,B0006,0.1346153846153846
B0006,23,0.0,1.1454829133867838e-05,0.9610598683357239,B0006,0.1346153846153846
B0006,24,0.0,1.1455204316340867e-05,0.9611419439315796,B0006,0.1346153846153846
B0006,25,0.0,1.1455204316340867e-05,0.9610598683357239,B0006,0.1346153846153846
B0006,26,0.0,1.1454768854280354e-05,0.9504067301750183,B0006,0.1346153846153846
B0006,27,0.0,1.1454766116080734e-05,0.93912672996521,B0006,0.1346153846153846
B0006,28,0.0,1.1454739315715089e-05,0.9278982877731323,B0006,0.1346153846153846
B0006,29,0.0,1.1454739315715089e-05,0.9227773547172546,B0006,0.1346153846153846
B0006,30,0.0,1.6815114029705506e-05,0.9173061847686768,B0006,0.1346153846153846
B0006,31,0.0,6.412360272315641e-06,0.9173061847686768,B0006,0.0
B0006,32,0.0,6.4123249950725566e-06,0.9173061847686768,B0006,0.0
B0006,33,0.0,8.546727899845551e-06,0.9173061847686768,B0006,0.1346153846153846
B0006,34,0.0,8.04863351594532e-06,0.9173061847686768,B0006,0.1346153846153846
B0006,35,0.0,0.9991370315294592,0.9163419604301453,B0006,0.489010989010989
B0006,36,0.0,0.9991535722736701,0.9084267020225525,B0006,0.489010989010989
B0006,37,0.0,0.9991370315294592,0.8981971144676208,B0006,0.489010989010989
B0006,38,0.0,0.9991370315294592,0.8956966400146484,B0006,0.489010989010989
B0006,39,0.0,0.9991506676455091,0.8876087665557861,B0006,0.489010989010989
B0006,40,0.0,0.9991506676455091,0.8796582221984863,B0006,0.489010989010989
B0006,41,0.0,0.9990427081333081,0.8747231960296631,B0006,0.489010989010989
B0006,42,0.0,0.9988368883819734,0.8695164918899536,B0006,0.489010989010989
B0006,43,0.0,0.9991912394259408,0.8666545152664185,B0006,0.489010989010989
B0006,44,0.0,0.9988368883819734,0.8666545152664185,B0006,0.489010989010989
B0006,45,0.0,0.9989473661955347,0.8644885420799255,B0006,0.489010989010989
B0006,46,0.0,0.999145600577611,0.8591548800468445,B0006,0.489010989010989
B0006,47,0.0,0.999145600577611,0.8563377261161804,B0006,0.489010989010989
B0006,48,0.0,1.1521252969339565e-05,0.8563377261161804,B0006,0.1346153846153846
B0006,49,0.0,0.9992461387206414,0.8563377261161804,B0006,0.489010989010989
B0006,50,0.0,0.998456292647347,0.8770683407783508,B0006,0.489010989010989
B0006,51,0.0,0.998456292647347,0.8770683407783508,B0006,0.489010989010989
B0006,52,0.0,0.9984657706107888,0.8770683407783508,B0006,0.489010989010989
B0006,53,0.0,0.9985180441195928,0.861747145652771,B0006,0.489010989010989
B0006,54,0.0,0.9987719285051382,0.8540747761726379,B0006,0.489010989010989
B0006,55,0.0,0.9985980280882434,0.8436540365219116,B0006,0.489010989010989
B0006,56,0.0,0.9985180441195928,0.8384614586830139,B0006,0.489010989010989
B0006,57,0.0,0.9987026303511487,0.8307900428771973,B0006,0.489010989010989
B0006,58,0.0,0.9981583993639631,0.8255611658096313,B0006,0.489010989010989
B0006,59,0.0,0.9993901697586585,0.8202675580978394,B0006,0.489010989010989
B0006,60,0.0,0.9993901697586585,0.8155072331428528,B0006,0.489010989010989
B0006,61,0.0,0.9994910093723627,0.8100810647010803,B0006,0.489010989010989
B0006,62,0.0,0.9994910093723627,0.8046801686286926,B0006,0.489010989010989
B0006,63,0.0,0.9994314590601681,0.794628918170929,B0006,0.489010989010989
B0006,64,0.0,0.9994313157256541,0.7919987440109253,B0006,0.489010989010989
B0006,65,0.0,0.9994306152580996,0.7897498607635498,B0006,0.489010989010989
B0006,66,0.0,0.9994306145316668,0.7841469645500183,B0006,0.489010989010989
B0006,67,0.0,0.9994306145316668,0.7818475961685181,B0006,0.489010989010989
B0006,68,0.0,0.9994306145316668,0.7740268707275391,B0006,0.489010989010989
B0006,69,0.0,0.9994259993779584,0.7711656093597412,B0006,0.489010989010989
B0006,70,0.0,0.9996236276072891,0.766140878200531,B0006,0.489010989010989
B0006,71,0.0,0.999501495885532,0.7609562873840332,B0006,0.489010989010989
B0006,72,0.0,0.9995511148539967,0.7557617425918579,B0006,0.489010989010989
B0006,73,0.0,0.862837142909704,0.7533696293830872,B0006,0.489010989010989
B0006,74,0.0,0.9972670410458965,0.7530450224876404,B0006,0.489010989010989
B0006,75,0.0,0.9998677866305999,0.7480528950691223,B0006,0.489010989010989
B0006,76,0.0,0.906053329998229,0.7455054521560669,B0006,0.489010989010989
B0006,77,0.0,0.9208623753750202,0.7428412437438965,B0006,0.489010989010989
B0006,78,0.0,0.9999611138692,0.7428412437438965,B0006,0.8
B0006,79,0.0,0.9999240406805348,0.7428412437438965,B0006,0.5
B0006,80,0.0,0.999910056067771,0.7376663684844971,B0006,0.489010989010989
B0006,81,1.0,0.9320275462684967,0.7353149652481079,B0006,0.489010989010989
B0006,82,1.0,0.9318070606570407,0.7353149652481079,B0006,0.489010989010989
B0006,83,1.0,0.9317977639251166,0.7302279472351074,B0006,0.489010989010989
B0006,84,1.0,0.9317977639251166,0.7301380634307861,B0006,0.489010989010989
B0006,85,1.0,0.9308100347022293,0.7276373505592346,B0006,0.489010989010989
B0006,86,1.0,0.9308040609761096,0.7248228788375854,B0006,0.489010989010989
B0006,87,1.0,0.93076477983433,0.717121422290802,B0006,0.489010989010989
B0006,88,1.0,0.93076477983433,0.71697598695755,B0006,0.489010989010989
B0006,89,1.0,0.9307472541928067,0.7147628664970398,B0006,0.489010989010989
B0006,90,1.0,0.9999507358382593,0.7147628664970398,B0006,0.8
B0006,91,1.0,0.9999507739659383,0.7147628664970398,B0006,0.8
B0006,92,1.0,0.999950747278772,0.7481300830841064,B0006,0.8
B0006,93,1.0,0.9999507648428566,0.7481300830841064,B0006,0.8
B0006,94,1.0,0.9305317686748532,0.7481300830841064,B0006,0.489010989010989
B0006,95,1.0,0.9308454387675811,0.7403623461723328,B0006,0.489010989010989
B0006,96,1.0,0.9308591560838835,0.7325251698493958,B0006,0.489010989010989
B0006,97,1.0,0.9312331856436714,0.7275146842002869,B0006,0.489010989010989
B0006,98,1.0,0.9479287442527433,0.7224738001823425,B0006,0.489010989010989
B0006,99,1.0,0.9479287442527433,0.7170783281326294,B0006,0.489010989010989
B0006,100,1.0,0.9385248131539936,0.7146239280700684,B0006,0.489010989010989
B0006,101,1.0,0.9477837164181102,0.7119139432907104,B0006,0.489010989010989
B0006,102,1.0,0.9477852088695414,0.7068910598754883,B0006,0.489010989010989
B0006,103,1.0,0.9477593931539461,0.7043296098709106,B0006,0.489010989010989
B0006,104,1.0,0.9477594177487448,0.7043296098709106,B0006,0.489010989010989
B0006,105,1.0,0.9477594177487448,0.7043296098709106,B0006,0.489010989010989
B0006,106,1.0,0.9477594177487448,0.7017000317573547,B0006,0.489010989010989
B0006,107,1.0,0.94775950857287,0.7017000317573547,B0006,0.489010989010989
B0006,108,1.0,0.94775950857287,0.6988921165466309,B0006,0.489010989010989
B0006,109,1.0,0.9477594839781116,0.6962820291519165,B0006,0.489010989010989
B0006,110,1.0,0.9477594839781116,0.693904459476471,B0006,0.489010989010989
B0006,111,1.0,0.9477489314221621,0.6890872716903687,B0006,0.489010989010989
B0018,6,0.0,3.585986610983069e-06,0.9929781556129456,B0018,0.0
B0018,7,0.0,3.585976964609818e-06,0.9918801188468933,B0018,0.0
B0018,8,0.0,3.58621348947789e-06,0.9907180666923523,B0018,0.0
B0018,9,0.0,3.588253757220406e-06,0.9867478609085083,B0018,0.0
B0018,10,0.0,3.588837806906655e-06,0.9867478609085083,B0018,0.0
B0018,11,0.0,3.6718067556586344e-06,0.9834800958633423,B0018,0.0
B0018,12,0.0,3.6718067010085053e-06,0.9818304181098938,B0018,0.0
B0018,13,0.0,3.671806724698687e-06,0.9778028130531311,B0018,0.0
B0018,14,0.0,3.671786947704956e-06,0.9778028130531311,B0018,0.0
B0018,15,0.0,3.671786947704956e-06,0.9703001379966736,B0018,0.0
B0018,16,0.0,3.671787086702516e-06,0.9663050770759583,B0018,0.0
B0018,17,0.0,3.6717869889156222e-06,0.9649330973625183,B0018,0.0
B0018,18,0.0,3.6717866051981576e-06,0.9596614837646484,B0018,0.0
B0018,19,0.0,3.6718961369715183e-06,0.9582643508911133,B0018,0.0
B0018,20,0.0,3.671895995662528e-06,0.9501372575759888,B0018,0.0
B0018,21,0.0,3.671895995662528e-06,0.9461220502853394,B0018,0.0
B0018,22,0.0,3.671896356116414e-06,0.9414868354797363,B0018,0.0
B0018,23,0.0,3.671896356116414e-06,0.9381557703018188,B0018,0.0
B0018,24,0.0,3.6718963303204283e-06,0.9272941946983337,B0018,0.0
B0018,25,0.0,3.671896344209572e-06,0.9272941946983337,B0018,0.0
B0018,26,0.0,3.705431277410222e-06,0.9272941946983337,B0018,0.0
B0018,27,0.0,3.6725357058761516e-06,0.933124840259552,B0018,0.0
B0018,28,0.0,3.705618926954772e-06,0.933124840259552,B0018,0.0
B0018,29,0.0,3.705618926954772e-06,0.933124840259552,B0018,0.0
B0018,30,0.0,3.7056184777697723e-06,0.9274981021881104,B0018,0.0
B0018,31,0.0,3.7056184777697723e-06,0.920682966709137,B0018,0.0
B0018,32,0.0,3.7056186262567625e-06,0.9178485870361328,B0018,0.0
B0018,33,0.0,3.7056516467497483e-06,0.9112743735313416,B0018,0.0
B0018,34,0.0,4.481871616012773e-06,0.9086055159568787,B0018,0.0
B0018,35,0.0,4.786689125402191e-06,0.9023995399475098,B0018,0.0
B0018,36,0.0,4.829565005039355e-06,0.8978860378265381,B0018,0.0
B0018,37,0.0,4.829565143543151e-06,0.8930268883705139,B0018,0.0
B0018,38,0.0,4.828681987224915e-06,0.8879045844078064,B0018,0.0
B0018,39,0.0,4.828682722342739e-06,0.8818788528442383,B0018,0.0
B0018,40,0.0,4.8286813893859245e-06,0.8818788528442383,B0018,0.0
B0018,41,0.0,4.8286813893859245e-06,0.8818788528442383,B0018,0.0
B0018,42,0.0,4.8286813893859245e-06,0.8844439387321472,B0018,0.0
